draw_index,memory_dies_per_stack,stacks_per_accelerator,accelerator_package_demand,demanded_stacks,good_stacks,platform_qualified_stacks,customer_allocated_stacks,hbm_package_equivalents,packages_supported,supplier.sk-hynix.customer_allocated_stacks,supplier.micron.customer_allocated_stacks,supplier.samsung.customer_allocated_stacks
8017,8.0,8.0,364531.7884807923,2916254.3078463385,7355528.526692658,5885458.326050754,2532916.873443998,316614.60918049974,316614.60918049974,1380532.526954851,827532.0829447006,324852.26354444603
8018,8.0,8.0,394612.3264523953,3156898.6116191624,7304374.16757037,5778048.808370886,2423698.798049781,302962.3497562226,302962.3497562226,1454115.5679105178,773636.579535657,195946.65060360634
8019,8.0,8.0,431550.38865069015,3452403.109205521,5708454.914546614,4644173.028463475,1997117.1063845553,249639.63829806942,249639.63829806942,990840.2117660362,652862.6634784661,353414.2311400529
8020,8.0,8.0,411210.9713601862,3289687.7708814894,6317135.251221162,5048872.060467479,2518250.8644934827,314781.35806168534,314781.35806168534,1138093.4963855562,1153255.5739545582,226901.7941533685
8021,8.0,8.0,337430.04882744956,2699440.3906195965,7209586.307406865,5912864.89137635,2749235.8253827123,343654.47817283904,337430.04882744956,1390040.385042052,1088602.234378705,270593.2059619554
8022,8.0,8.0,405238.4405354872,3241907.5242838976,6485559.084406343,5059452.579334905,2411726.1246756027,301465.76558445033,301465.76558445033,1233846.2129315769,925366.9124667019,252512.999277324
8023,8.0,8.0,400256.6913784935,3202053.531027948,6278007.236250854,4784327.8538156105,2079766.6491364904,259970.8311420613,259970.8311420613,1283215.1429025256,582153.9699493897,214397.5362845752
8024,8.0,8.0,457752.2624741078,3662018.0997928623,6682132.93059914,5288516.451562382,2516327.8645455446,314540.9830681931,314540.9830681931,1151761.3072021345,1002823.5728637924,361742.98447961744
8025,8.0,8.0,455314.130461456,3642513.043691648,7297216.038694371,5888352.955000512,2784482.421897337,348060.3027371671,348060.3027371671,1362569.2405682022,1025481.482334974,396431.69899416086
8026,8.0,8.0,402169.27350273833,3217354.1880219067,6141005.328793008,4708926.951752757,2018474.431738713,252309.30396733913,252309.30396733913,1071488.7598532564,691072.6879952628,255912.98389019378
8027,8.0,8.0,408631.1461795938,3269049.1694367505,6004911.253886666,4464304.565369328,1888590.9494158558,236073.86867698198,236073.86867698198,915929.6594553803,762137.0130276158,210524.27693285976
8028,8.0,8.0,386944.0920530337,3095552.7364242696,6050345.17117987,4613182.428884195,1912489.6619424124,239061.20774280155,239061.20774280155,953060.3537852671,810319.2713378487,149110.0368192966
8029,8.0,8.0,401176.5113586135,3209412.090868908,7239066.090689665,5536345.51683319,2403920.2747909515,300490.03434886894,300490.03434886894,1347014.3333862342,845472.0216929775,211433.91971173993
8030,8.0,8.0,351852.4462352513,2814819.5698820106,5781987.458458995,4416374.799800506,1848564.4923103044,231070.56153878805,231070.56153878805,1017558.0888687512,723066.2639800675,107940.13946148568
8031,8.0,8.0,397496.72489061736,3179973.799124939,7297327.765261034,5609627.09779793,2625698.725695187,328212.3407118984,328212.3407118984,1324090.400630676,1039078.9770890183,262529.34797549294
8032,8.0,8.0,436737.0449109959,3493896.359287967,6719434.01815526,5485079.307847486,2537569.5284026605,317196.19105033256,317196.19105033256,1462067.4326335285,794444.3613089962,281057.7344601358
8033,8.0,8.0,343417.6576497031,2747341.2611976247,5930069.934229607,4853281.163804483,2200055.0113074956,275006.87641343696,275006.87641343696,1077532.770437348,795983.5397386035,326538.70113154413
8034,8.0,8.0,424694.77393291186,3397558.191463295,6607290.657365933,5114537.520807921,2127359.282788352,265919.910348544,265919.910348544,1167458.5305544958,757136.6333737014,202764.1188601549
8035,8.0,8.0,334897.81237311213,2679182.498984897,6552838.493467803,4751841.4259592835,2375000.9182440955,296875.11478051194,296875.11478051194,1247986.9448004398,872743.1078416456,254270.86560201013
8036,8.0,8.0,398103.497462356,3184827.979698848,6258727.601232728,4654391.268555005,2080372.410568961,260046.55132112012,260046.55132112012,976534.6485505425,958099.0700792155,145738.69193920304
8037,8.0,8.0,362170.63599945186,2897365.087995615,6386461.611082114,4950204.435230081,2304219.3342307373,288027.41677884216,288027.41677884216,1229222.9919217587,894792.0374784262,180204.3048305524
8038,8.0,8.0,409426.49311676045,3275411.9449340836,6786561.934670733,5449780.103553726,2519867.421405186,314983.42767564824,314983.42767564824,1535736.4835708665,797868.9351959904,186262.0026383291
8039,8.0,8.0,368021.3915074733,2944171.1320597865,6489946.587591594,4966630.958886778,2085292.851782325,260661.60647279062,260661.60647279062,872301.1484191092,914772.0000292234,298219.70333399245
8040,8.0,8.0,407257.2855290948,3258058.2842327585,6322221.665326528,4723105.792087996,2027491.9564368827,253436.49455461034,253436.49455461034,941140.8603988641,945048.9727446855,141302.12329333322
8041,8.0,8.0,404040.78161290544,3232326.2529032435,5954030.117385801,4567064.199995831,1779647.5034573374,222455.93793216717,222455.93793216717,716920.4396541538,879132.9691463637,183594.0946568199
8042,8.0,8.0,380660.4626286067,3045283.7010288537,6439883.549041505,4552109.989487671,2068524.0298028348,258565.50372535436,258565.50372535436,1115998.2908555295,655509.0197903216,297016.71915698383
8043,8.0,8.0,403181.56553735415,3225452.524298833,7180659.076614721,5307532.350823697,2420193.5925102388,302524.19906377984,302524.19906377984,1508928.5483445798,723846.230433491,187418.81373216797
8044,8.0,8.0,320821.805569297,2566574.444554376,6083597.646631338,4649592.530244325,2152672.7613891847,269084.0951736481,269084.0951736481,1171281.9993818996,741733.7390254167,239657.0229818684
8045,8.0,8.0,372515.8275776787,2980126.6206214298,7204844.958358191,5678473.977464618,2484240.5252809515,310530.06566011894,310530.06566011894,1506541.3399652843,853524.2723669698,124174.9129486975
8046,8.0,8.0,408222.63216642063,3265781.057331365,6201824.923859591,4691797.97524451,2095146.453651167,261893.30670639587,261893.30670639587,1200259.2200678359,738921.9233663,155965.31021703116
8047,8.0,8.0,350874.4215184747,2806995.3721477976,7458710.7890530545,5860675.104924188,2437611.3850731472,304701.4231341434,304701.4231341434,1376112.9826826728,817321.3125431183,244177.08984735605
8048,8.0,8.0,334911.3837588499,2679291.070070799,5985363.162163145,4394740.880657172,2043180.8419071876,255397.60523839845,255397.60523839845,852399.2992408968,1052151.159613862,138630.38305242892
8049,8.0,8.0,380625.73949148133,3045005.9159318507,6426163.295512625,4883020.240307246,2319256.6202849853,289907.07753562316,289907.07753562316,1024966.589808264,1057340.7749473844,236949.25552933678
8050,8.0,8.0,410235.92707131355,3281887.4165705084,7350424.639775755,5761954.2427932555,2333047.2592160213,291630.90740200266,291630.90740200266,1088183.8805175477,1001132.4486754184,243730.93002305503
8051,8.0,8.0,449620.4116471925,3596963.29317754,6532046.31937319,5051180.743761608,2263325.5083194533,282915.68853993167,282915.68853993167,1164495.3355249316,828936.0133392813,269894.1594552404
8052,8.0,8.0,443832.9877473906,3550663.9019791246,7160377.700377068,6018334.417215013,2631043.7042282866,328880.4630285358,328880.4630285358,1332469.3864367604,962907.9107187163,335666.40707280964
8053,8.0,8.0,402316.5056952374,3218532.0455618994,6283114.882913779,4923835.310318549,2275645.821100222,284455.72763752774,284455.72763752774,1243603.3146916083,771848.1351584316,260194.37125018195
8054,8.0,8.0,452675.89645438513,3621407.171635081,6448603.198429209,5394774.85848111,2487737.1889602947,310967.14862003684,310967.14862003684,1436160.7741071507,773212.1598843798,278364.2549687641
8055,8.0,8.0,412527.1039420985,3300216.831536788,6075959.756558195,4462317.575284689,1848931.1986764402,231116.39983455502,231116.39983455502,954114.6123780984,752615.8145242633,142200.77177407852
8056,8.0,8.0,461827.54887074546,3694620.3909659637,6240643.018715518,4985663.614582306,2098126.1123138857,262265.7640392357,262265.7640392357,1216406.0999762749,650163.5823471715,231556.4299904393
8057,8.0,8.0,428537.6942270905,3428301.553816724,6987624.903423476,5154777.433511157,2328951.397356526,291118.92466956575,291118.92466956575,1186601.9009315486,923550.11685233,218799.3795726476
8058,8.0,8.0,458973.2545267955,3671786.036214364,6113116.9390336685,4642280.391581724,1827260.822722296,228407.602840287,228407.602840287,952809.40547744,573364.983941934,301086.4333029221
8059,8.0,8.0,334695.46162636817,2677563.6930109453,7161999.157568199,5645746.096489238,2422410.8840049463,302801.3605006183,302801.3605006183,1226150.6715086394,871517.0583603992,324743.1541359078
8060,8.0,8.0,450299.1843300579,3602393.474640463,6225807.797363949,4699492.366886848,1940056.0075097953,242507.0009387244,242507.0009387244,1022664.4815193214,702131.1451257234,215260.38086475045
8061,8.0,8.0,316447.4985068464,2531579.988054771,5636886.922578034,4454603.161776778,1982455.4065549064,247806.9258193633,247806.9258193633,1005252.8831354396,892080.858785763,85121.6646337037
8062,8.0,8.0,353545.16208430286,2828361.296674423,6078629.164697809,4150416.3280674485,2033530.3151760106,254191.28939700132,254191.28939700132,851023.6997239063,928397.3280082896,254109.28744381462
8063,8.0,8.0,392279.6039270933,3138236.8314167466,6788811.661152722,5637788.353275993,2600527.9267514455,325065.9908439307,325065.9908439307,1452705.2698099508,854329.5596317309,293493.09730976395
8064,8.0,8.0,413181.119618978,3305448.956951824,6802849.595949147,5307174.900034586,2363592.794404775,295449.09930059686,295449.09930059686,1195479.1252955194,847551.4420539358,320562.22705531993
8065,8.0,8.0,390775.75941926066,3126206.0753540853,6519292.737741695,4621893.360993811,2075863.392523082,259482.92406538525,259482.92406538525,1190869.714635269,762997.3563946027,121996.32149321039
8066,8.0,8.0,439426.1745182681,3515409.3961461447,6475952.201636439,4901235.205946568,2258777.263669753,282347.1579587191,282347.1579587191,1055684.4050496721,909963.7722798799,293129.08634020085
8067,8.0,8.0,393092.841461732,3144742.731693856,6941262.466463733,5062367.338799521,2360812.578698897,295101.5723373621,295101.5723373621,1161521.4763161063,981223.162566099,218067.93981669133
8068,8.0,8.0,446155.18824584753,3569241.5059667802,6867508.672793301,5527428.406181632,2379099.358318503,297387.4197898129,297387.4197898129,1074654.6184514954,1030401.434372064,274043.30549494363
8069,8.0,8.0,479862.6812240652,3838901.4497925215,7327210.846934738,5769047.476120646,2789099.4790449124,348637.43488061405,348637.43488061405,1449797.647174851,990942.4395110098,348359.3923590513
8070,8.0,8.0,314323.7927564545,2514590.342051636,7591421.836192881,5889844.972672955,2827593.3726479392,353449.1715809924,314323.7927564545,1610884.6823767982,886282.0502658453,330426.6400052958
8071,8.0,8.0,381619.919584697,3052959.356677576,7887717.4298219485,6260580.429011724,2744810.036721997,343101.2545902496,343101.2545902496,1597037.5673911863,868402.5326943956,279369.936636415
8072,8.0,8.0,356592.4039333349,2852739.2314666794,6477899.206702162,5086622.527180587,2516108.4744662098,314513.5593082762,314513.5593082762,1299562.1450020345,1089168.4011709858,127377.92829318951
8073,8.0,8.0,328625.7075590947,2629005.6604727576,6875243.3526468035,5234645.773696142,2546507.300430746,318313.4125538432,318313.4125538432,1232465.700336174,1070764.6288003246,243276.97129424688
8074,8.0,8.0,483122.13839968987,3864977.107197519,6205859.280755586,4535961.466632833,1852941.159433049,231617.64492913111,231617.64492913111,910145.7456042393,738639.0953439104,204156.31848489933
8075,8.0,8.0,396032.6230587253,3168260.9844698026,6249326.253903604,4506475.519717538,2106476.094989267,263309.5118736584,263309.5118736584,849411.4271582494,894008.4160235,363056.25180751755
8076,8.0,8.0,389327.06713813194,3114616.5371050555,6004754.939863175,4966722.305859749,2064851.1747443029,258106.39684303786,258106.39684303786,1204842.717506957,678662.6643602164,181345.79287712957
8077,8.0,8.0,378495.9851081304,3027967.880865043,7636251.222296666,5805539.699802943,2355367.023056072,294420.877882009,294420.877882009,1101647.7949653093,937627.6946434414,316091.53344732145
8078,8.0,8.0,380963.33086695155,3047706.6469356124,6457843.333353986,4813842.112744278,2037340.482434991,254667.56030437388,254667.56030437388,1036780.129335677,783205.6965667144,217354.65653259956
8079,8.0,8.0,402748.9028445788,3221991.2227566303,6747285.640090927,5056770.658539646,2329290.434459095,291161.30430738686,291161.30430738686,861678.4109977764,1096937.7323249131,370674.2911364053
8080,8.0,8.0,417482.4644579089,3339859.715663271,7267381.278011719,5650819.408943304,2474314.543102295,309289.3178877869,309289.3178877869,1292703.84739195,964029.323838538,217581.37187180718
8081,8.0,8.0,350447.5431443184,2803580.345154547,6516860.622559206,4880070.737380962,2057504.9891326223,257188.12364157778,257188.12364157778,1102100.8415274483,765335.1210074094,190069.0265977646
8082,8.0,8.0,358999.6501330749,2871997.201064599,6193046.802920384,5085856.3227478415,2491730.0200323984,311466.2525040498,311466.2525040498,1122741.6271007282,1204837.01695495,164151.37597671992
8083,8.0,8.0,388963.5436223091,3111708.348978473,6377885.982045246,4553153.891067572,1981020.3200757175,247627.5400094647,247627.5400094647,978895.4385287977,827064.4488607841,175060.43268613578
8084,8.0,8.0,400980.96695368015,3207847.735629441,7778782.801897142,6368669.309499896,2799857.53243156,349982.191553945,349982.191553945,1388669.0143565838,1101180.2530122055,310008.26506277063
8085,8.0,8.0,409107.1808069685,3272857.446455748,6811683.354947887,5003822.622087301,2186067.1476718714,273258.3934589839,273258.3934589839,1105789.7579440724,912558.6481610698,167718.74156672927
8086,8.0,8.0,442139.8470194833,3537118.776155866,6576964.442284543,5302414.323943487,2245752.8663370064,280719.1082921258,280719.1082921258,1380846.935173205,595719.3398166288,269186.5913471727
8087,8.0,8.0,453969.9965254646,3631759.9722037166,6034706.935901836,4308773.945198573,2045790.5318577792,255723.8164822224,255723.8164822224,935005.4622758565,923780.9177210667,187004.15186085607
8088,8.0,8.0,396495.6709885273,3171965.3679082184,6642265.654979181,4884694.373160251,2172869.289616904,271608.661202113,271608.661202113,1312053.5511397575,643425.7385178248,217389.9999593218
8089,8.0,8.0,445477.01953756716,3563816.1563005373,6267344.796571185,4806473.569100335,2351513.112701492,293939.1390876865,293939.1390876865,1025121.0746962016,1028329.0897797423,298062.9482255482
8090,8.0,8.0,404762.8234720846,3238102.5877766768,6922331.166282564,5406481.990790007,2637088.328558703,329636.04106983787,329636.04106983787,1426232.6722225286,884226.540265993,326629.1160701816
8091,8.0,8.0,424827.81159503886,3398622.492760311,6345139.27053977,4620849.951634645,2120491.223416319,265061.4029270399,265061.4029270399,1172876.2194531786,768569.1047126303,179045.89925051018
8092,8.0,8.0,421114.67451200663,3368917.396096053,7757603.371147745,5954979.730818792,2676301.914922136,334537.739365267,334537.739365267,1472369.2163118853,960396.501858525,243536.19675172545
8093,8.0,8.0,309939.23952198314,2479513.916175865,6225461.869055555,4850189.176853955,2319674.6303800824,289959.3287975103,289959.3287975103,1025324.2673297649,1005690.6116153746,288659.75143494277
8094,8.0,8.0,389041.33793219016,3112330.7034575213,6528807.593298227,5075303.586837422,2322688.252400536,290336.031550067,290336.031550067,1144891.6286474874,1034271.551340279,143525.07241276963
8095,8.0,8.0,394572.2970418952,3156578.3763351617,7352170.840260876,6022478.220591164,2597666.925739058,324708.3657173822,324708.3657173822,1203122.4110023917,1014769.943530079,379774.57120658696
8096,8.0,8.0,444828.00096282904,3558624.0077026323,5584504.062634006,4548924.6314891195,2105194.5634104107,263149.32042630133,263149.32042630133,862363.2447205901,999551.193042589,243280.12564723153
8097,8.0,8.0,383896.95623517723,3071175.649881418,6616618.330022406,5041373.478579908,2225367.5569063886,278170.9446132986,278170.9446132986,1163508.2973414655,859906.553089187,201952.7064757361
8098,8.0,8.0,440611.872363859,3524894.978910872,6368868.765008951,4752379.994861082,2068131.052337343,258516.3815421679,258516.3815421679,1071982.59853237,683231.3397494707,312917.11405550234
8099,8.0,8.0,368476.43693170673,2947811.495453654,6512385.325017586,5171928.005807802,2263330.3058423977,282916.2882302997,282916.2882302997,968894.1620264243,1003603.7006664675,290832.4431495058
8100,8.0,8.0,403172.0027256048,3225376.0218048384,6649888.337898131,4834259.941454094,2166234.8695381517,270779.35869226896,270779.35869226896,939138.6046467277,982611.0483927575,244485.21649866644
8101,8.0,8.0,353055.7953395924,2824446.362716739,6777677.220625418,5112754.132448902,2336492.7346997443,292061.59183746803,292061.59183746803,1066295.6900727304,903398.9187693028,366798.1258577112
8102,8.0,8.0,395545.76182005694,3164366.0945604555,6729903.04526903,5091566.271503307,2218636.1433781274,277329.5179222659,277329.5179222659,1368157.1499062283,577102.2707573572,273376.72271454183
8103,8.0,8.0,485590.3735584842,3884722.9884678735,7523793.931945561,5822234.419076629,2305521.5303081977,288190.1912885247,288190.1912885247,960718.2035267671,1038606.9968078223,306196.32997360855
8104,8.0,8.0,348580.82386938174,2788646.590955054,6404926.375765235,4922764.195449548,2354244.4016155885,294280.55020194856,294280.55020194856,1161471.4931733888,1013435.1811527457,179337.72728945414
8105,8.0,8.0,419847.02478831,3358776.19830648,5332976.899515842,4079485.968210109,1730546.1641928293,216318.27052410366,216318.27052410366,858408.1178456446,692925.765110954,179212.2812362308
8106,8.0,8.0,453549.509002681,3628396.072021448,6519922.5182734635,5144867.712898395,2308567.7240839167,288570.9655104896,288570.9655104896,1188881.4079788665,798545.2777315296,321141.0383735208
8107,8.0,8.0,418903.599080884,3351228.792647072,6772732.842076369,5187220.471004287,2453142.685984655,306642.83574808185,306642.83574808185,1195565.3537250422,871092.5427921623,386484.7894674502
8108,8.0,8.0,387855.00071102224,3102840.005688178,5802416.512021519,4369274.480276852,1866097.3543823727,233262.1692977966,233262.1692977966,931921.7729095769,661515.1967313049,272660.38474149094
8109,8.0,8.0,400220.6476130576,3201765.1809044606,6208071.716945433,4754859.758423979,2355242.026396835,294405.2532996044,294405.2532996044,1306250.3263399752,903019.4476241266,145972.25243273354
8110,8.0,8.0,448957.5451381394,3591660.361105115,5968787.76985598,4599854.59130136,2078121.309424636,259765.1636780795,259765.1636780795,915810.1333718316,898275.0610657061,264036.11498709826
8111,8.0,8.0,423775.444961153,3390203.559689224,6970024.361992996,5350642.865640903,2352117.09689889,294014.63711236126,294014.63711236126,1317510.898820931,741484.85744792,293121.3406300388
8112,8.0,8.0,384411.1202194854,3075288.9617558834,6539664.451546861,4939726.084554243,2091319.02503743,261414.87812967875,261414.87812967875,800269.5725676937,939300.0482662108,351749.40420352557
8113,8.0,8.0,421023.8648932185,3368190.919145748,6085059.499394457,4292658.810732822,1900270.8600862226,237533.85751077783,237533.85751077783,955844.5077893462,801477.1211267101,142949.23117016652
8114,8.0,8.0,336801.3558110088,2694410.84648807,5917997.993602769,4658468.825357206,2326214.308841498,290776.78860518726,290776.78860518726,1094763.9260462334,1045379.1577565097,186071.22503875502
8115,8.0,8.0,431782.5514435327,3454260.4115482615,6205648.6372678885,4971565.816443969,1999664.8890791873,249958.1111348984,249958.1111348984,1022682.4059082095,789910.5983243352,187071.88484664264
8116,8.0,8.0,336170.78242463834,2689366.2593971067,7300507.077598577,5672125.875098666,2687130.6623430564,335891.33279288205,335891.33279288205,1180062.5911961691,1140359.287283084,366708.78386380355
8117,8.0,8.0,463735.1387927427,3709881.1103419415,6495098.024782211,4943154.569152305,2264995.975452217,283124.4969315271,283124.4969315271,1153817.4667781477,757815.1167622339,353363.39191183535
8118,8.0,8.0,399838.53955137177,3198708.316410974,6601119.396372258,5257404.534459292,2242595.125073559,280324.3906341949,280324.3906341949,982960.5770457902,1036741.0429596723,222893.50506809674
8119,8.0,8.0,395703.45180375845,3165627.6144300676,5986595.879307095,4371975.7953596795,2024716.730027015,253089.5912533769,253089.5912533769,964730.6647801601,941411.4693898737,118574.59585698135
8120,8.0,8.0,467890.8013496105,3743126.410796884,7002331.029905507,5028560.042077448,2156735.04842742,269591.8810534275,269591.8810534275,1097614.417876218,827693.7194315997,231426.9111196026
8121,8.0,8.0,429371.61617353524,3434972.929388282,5861750.676529195,4488557.6143024005,2256248.6683506942,282031.0835438368,282031.0835438368,1089568.4862158536,949022.9049515976,217657.27718324313
8122,8.0,8.0,333975.28138729907,2671802.2510983925,6672137.365265675,5339546.627892538,2463909.1279659225,307988.6409957403,307988.6409957403,1296872.0343036305,954115.9728299561,212921.12083233614
8123,8.0,8.0,347180.4718865789,2777443.775092631,7367151.901812912,5700551.312120258,2675407.3797994778,334425.9224749347,334425.9224749347,1471274.293888215,1013352.7485248588,190780.33738640416
8124,8.0,8.0,416862.96512235096,3334903.7209788077,5646815.354816492,4577287.736416475,2170435.642405516,271304.4553006895,271304.4553006895,1132301.3646200548,753719.7414667016,284414.5363187594
8125,8.0,8.0,345839.43184003676,2766715.454720294,7047796.882240109,5370803.715309602,2573364.0646763225,321670.5080845403,321670.5080845403,1153815.2339656486,1025462.3481564181,394086.4825542557
8126,8.0,8.0,407504.8724304646,3260038.979443717,5449860.761903291,4311484.731805302,2083902.9151586543,260487.8643948318,260487.8643948318,1240047.8377738905,577951.703510684,265903.3738740799
8127,8.0,8.0,326173.6905302622,2609389.5242420975,6493678.932196729,5148743.460384378,2431762.4139032257,303970.3017379032,303970.3017379032,1214910.9106500968,1004260.5178563482,212590.9853967808
8128,8.0,8.0,383625.91207928886,3069007.296634311,6335010.752198023,4590040.029881865,2102831.199568742,262853.89994609274,262853.89994609274,884035.4363974517,948162.0094720582,270633.753699232
8129,8.0,8.0,364352.6458117151,2914821.166493721,6536680.867970375,5108947.630314495,2238600.7632560693,279825.09540700866,279825.09540700866,877275.8618370295,1025006.5072630834,336318.3941559564
8130,8.0,8.0,418468.04157048796,3347744.3325639036,7263237.51004095,5728365.9902449045,2622650.7965704426,327831.3495713053,327831.3495713053,1480021.3937580718,924612.4896895392,218016.91312283184
8131,8.0,8.0,409389.9637335241,3275119.7098681927,7161236.59208639,5299405.721926425,2562473.521443782,320309.19018047274,320309.19018047274,1147410.3671125663,1167886.105670358,247177.04866085743
8132,8.0,8.0,452923.95580884255,3623391.6464707404,6978769.53385193,5527930.3456363585,2488099.7238101116,311012.46547626395,311012.46547626395,1280657.254404919,932428.7427811596,275013.7266240332
8133,8.0,8.0,337207.157461841,2697657.259694728,6917435.3950289665,5171230.058861446,2139225.246116371,267403.15576454636,267403.15576454636,1207350.7549249963,754655.2477930395,177219.2433983351
8134,8.0,8.0,435490.0998014083,3483920.7984112664,6288421.053656915,4813912.80772767,2000766.3873021023,250095.7984127628,250095.7984127628,945931.2981888703,832893.464053866,221941.62505936594
8135,8.0,8.0,329329.5578804342,2634636.4630434737,7010893.301993206,5482334.764577766,2420333.6246057576,302541.7030757197,302541.7030757197,1092122.376408526,1088086.073955343,240125.17424188872
8136,8.0,8.0,459362.4647638588,3674899.7181108706,7271867.611407413,5371011.014755824,2582364.6177291907,322795.57721614884,322795.57721614884,1377592.0493267025,1022985.7003552299,181786.86804725826
8137,8.0,8.0,401563.5553737271,3212508.442989817,6970318.99163723,5121189.011904336,2413540.716690831,301692.58958635386,301692.58958635386,1123565.9465163187,1116465.147166685,173509.62300782706
8138,8.0,8.0,323413.8038493891,2587310.4307951126,6136059.440637469,4528781.310749016,2089750.219127493,261218.77739093662,261218.77739093662,1063837.3212433415,812620.5768943193,213292.32098983222
8139,8.0,8.0,459764.5917247911,3678116.733798329,7813847.668631207,6474417.2864278965,3012714.8368469537,376589.3546058692,376589.3546058692,1634945.9582206567,1120529.3176485589,257239.56097773797
8140,8.0,8.0,387909.82195258513,3103278.575620681,7096034.630442495,5457562.868823794,2433940.5875516804,304242.57344396005,304242.57344396005,1018932.5628134757,1082284.4926725677,332723.5320656368
8141,8.0,8.0,432053.1437790641,3456425.150232513,7250447.491362754,5349778.892782102,2546775.2254799153,318346.9031849894,318346.9031849894,1103901.5781224926,1190748.8360414875,252124.81131593522
8142,8.0,8.0,472333.26103079726,3778666.088246378,6206777.050344115,4892008.959218736,2175591.5139696705,271948.9392462088,271948.9392462088,967075.0247996933,921994.2524965731,286522.23667340394
8143,8.0,8.0,388857.4271824255,3110859.417459404,6937684.316514492,5412925.925993181,2464732.3312256793,308091.5414032099,308091.5414032099,1392717.3867436126,750176.2241207988,321838.72036126815
8144,8.0,8.0,399559.80811605894,3196478.4649284715,7344071.850411981,5920946.948516757,2593336.384366582,324167.04804582277,324167.04804582277,1187602.9513501446,963003.4048160198,442730.028200418
8145,8.0,8.0,479266.7298606764,3834133.838885411,6476205.677963091,4992743.421621596,2216257.4154407126,277032.1769300891,277032.1769300891,1036031.7765637244,818466.0905930194,361759.54828396876
8146,8.0,8.0,383737.0352505801,3069896.282004641,6997393.827330552,5593857.3632064285,2705931.833655744,338241.479206968,338241.479206968,1289851.7079757755,1023955.3006955087,392124.82498445956
8147,8.0,8.0,362376.49735659495,2899011.9788527596,6138059.620246886,4594628.651643204,2004655.0017916586,250581.87522395732,250581.87522395732,1071789.7338128,752861.5718641359,180003.69611472276
8148,8.0,8.0,422699.6459405174,3381597.1675241394,6360208.801920712,5176573.033998977,2325625.949654069,290703.2437067586,290703.2437067586,1178057.7579861986,827023.5994344655,320544.5922334048
8149,8.0,8.0,445004.083184346,3560032.665474768,7418982.605807256,5832867.141752338,2470813.3473986816,308851.6684248352,308851.6684248352,1335950.2602261507,902511.4676532829,232351.61951924808
8150,8.0,8.0,374570.39403500885,2996563.152280071,6023915.820976101,4793208.535923347,2119882.7220814102,264985.3402601763,264985.3402601763,1032270.1935243262,837112.6806401332,250499.84791695068
8151,8.0,8.0,418112.04784569686,3344896.382765575,6365233.16258032,4562093.835283304,2081720.5009890804,260215.06262363505,260215.06262363505,1009184.2108003353,892055.8230116835,180480.46717706166
8152,8.0,8.0,358636.66142953536,2869093.291436283,6030690.950356658,4492653.247794378,1873346.1882387877,234168.27352984846,234168.27352984846,782989.6709701273,827769.783317808,262586.73395085236
8153,8.0,8.0,356303.7044060554,2850429.635248443,7343501.2233669115,5545935.42387406,2362368.8098435733,295296.10123044666,295296.10123044666,1342862.737302396,773420.2108091236,246085.86173205375
8154,8.0,8.0,407050.7099722875,3256405.6797783,5661309.7219195645,4296060.361606933,2092744.1507812347,261593.01884765434,261593.01884765434,1100827.648650501,813184.7527852175,178731.74934551635
8155,8.0,8.0,453406.4262527805,3627251.410022244,5904610.013535104,4763202.734346045,2057950.9323665006,257243.86654581258,257243.86654581258,869093.6343407388,822009.9749242796,366847.3231014822
8156,8.0,8.0,388573.889184759,3108591.113478072,7195941.152952385,5458741.750189308,2613460.7198070823,326682.5899758853,326682.5899758853,1339917.2852051812,1014249.294848866,259294.1397530352
8157,8.0,8.0,441513.49144372635,3532107.931549811,5470000.500389317,4205970.371177645,1933305.00423852,241663.125529815,241663.125529815,1078362.856042817,639362.3174239809,215579.8307717222
8158,8.0,8.0,413475.9053277171,3307807.2426217366,7220013.551656126,5564145.504623014,2572712.84327131,321589.10540891375,321589.10540891375,1452500.2361616376,873059.437869749,247153.16923992356
8159,8.0,8.0,322960.89562703244,2583687.1650162595,6184537.776567625,4876046.47172514,2397656.805620542,299707.1007025677,299707.1007025677,1083911.2284517784,933831.6666512293,379913.91051753424
8160,8.0,8.0,397160.67593777174,3177285.407502174,6591089.786077537,5255573.784737136,2447434.8863892136,305929.3607986517,305929.3607986517,1348685.1732403724,797871.713236308,300877.99991253304
8161,8.0,8.0,402597.70305707894,3220781.6244566315,6536254.703069589,5123783.8205918865,2063551.1949370755,257943.89936713444,257943.89936713444,1073481.4626299604,767210.0798080208,222859.65249909434
8162,8.0,8.0,489888.7504279447,3919110.0034235576,6697025.809959714,5193822.017654512,2307701.4058242925,288462.67572803656,288462.67572803656,1044313.481982795,929176.9517648725,334210.972076625
8163,8.0,8.0,466649.9556357437,3733199.6450859495,6259437.085144235,4851036.812440835,2266128.0523934728,283266.0065491841,283266.0065491841,1257273.1900554064,746754.4407242583,262100.42161380826
8164,8.0,8.0,377331.6636383902,3018653.3091071215,6961537.284801331,5353907.0989712365,2077899.6885248213,259737.46106560266,259737.46106560266,979114.5683892611,800512.9776918748,298272.14244368527
8165,8.0,8.0,393903.3859512556,3151227.087610045,6750451.782360251,5348073.729085058,2210513.677892506,276314.20973656327,276314.20973656327,1226358.5988245108,624797.4517398103,359357.6273281851
